tptp-problems/euclid-native-eq/040_lemma_parallelNC.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 118; Failed; 
tptp-problems/euclid-native-eq/040_proposition_02.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/040_proposition_36A.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 127; Failed; 
tptp-problems/euclid-native-eq/041_lemma_twolines.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 118; Failed; 
tptp-problems/euclid-native-eq/042_lemma_equalanglessymmetric.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/042_lemma_equaltorightisright.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/042_proposition_19.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 101; Failed; 
tptp-problems/euclid-native-eq/042_proposition_40.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/043_lemma_angledistinct.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 100; Failed; 
tptp-problems/euclid-native-eq/044_lemma_equalanglestransitive.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/044_lemma_PGrectangle.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 143; Failed; 
tptp-problems/euclid-native-eq/044_lemma_subtractequals.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 101; Failed; 
tptp-problems/euclid-native-eq/044_lemma_trapezoiddiagonals.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/044_proposition_33.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/045_lemma_21helper.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/045_lemma_collinearparallel2.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 101; Failed; 
tptp-problems/euclid-native-eq/045_lemma_droppedperpendicularunique.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/045_lemma_outerconnectivity.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/045_lemma_tarskiparallelflip.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 118; Failed; 
tptp-problems/euclid-native-eq/046_lemma_interior5.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/046_lemma_lessthancongruence.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/047_lemma_parallelcollinear.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 4; Proved; 
tptp-problems/euclid-native-eq/047_lemma_parallelflip.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/048_lemma_8_2.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/048_lemma_oppositesidesymmetric.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 119; Failed; 
tptp-problems/euclid-native-eq/048_lemma_parallelPasch.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/048_lemma_tworays.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 0; Proved; 
tptp-problems/euclid-native-eq/048_proposition_14.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/049_lemma_equalanglesNC.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 122; Failed; 
tptp-problems/euclid-native-eq/050_lemma_paralleldef2A.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/056_lemma_fiveline.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 105; Failed; 
tptp-problems/euclid-native-eq/056_lemma_midpointunique.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/059_lemma_differenceofparts.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/059_lemma_squaresequal.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/059_proposition_29B.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/059_proposition_38.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/060_lemma_lessthantransitive.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/062_proposition_37.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/064_proposition_47.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/065_proposition_12.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/066_proposition_30B.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/067_lemma_10_12.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/067_proposition_44.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
tptp-problems/euclid-native-eq/068_lemma_Playfairhelper.p; CLprover-h -l 100 -m 8 -p 128 -n 3  -estl -ftptp -vcoq -anegelim -aexcludedmiddle ; 136; Failed; 
